soil_health,crop_yield,water_usage,carbon_footprint,fertilizer_use,sustainability
0.3745401188473625,6778.28481538859,964.0574097616968,126.02077838247405,226.80965857834966,0
0.9507143064099162,1757.2596849554393,4561.48808005805,175.36565256438138,88.13476072856534,0
0.7319939418114051,2454.658426851524,2773.635676015357,129.65471792453607,194.0720900417033,0
0.5986584841970366,9086.987696743714,4219.058597484837,89.91614019067502,201.67876159571398,0
0.15601864044243652,6457.861536936309,1940.2232046377528,104.28614199527036,156.0326678255965,0
0.15599452033620265,1082.7734645496666,4529.854528232902,257.3504456147266,234.11105890618072,0
0.05808361216819946,1913.243885794289,2251.4075543037343,142.85017328260665,283.59175369225375,0
0.8661761457749352,6971.515921972502,548.7694316613427,213.92143747163396,281.39212822669407,1
0.6011150117432088,1045.5542546159681,4574.218893886687,276.5377718846856,162.70984285103305,0
0.7080725777960455,2447.2724627574876,910.790045537601,360.67767288321437,78.30951146018882,0
0.020584494295802447,5938.604104299275,1936.9113691568668,67.69046292849453,296.21029974058365,0
0.9699098521619943,7227.056779234239,4775.278851728622,409.73467950906917,259.7245216114835,0
0.8324426408004217,6867.651335523405,4777.732161219003,332.5551752709085,81.16567030081671,0
0.21233911067827616,3018.423785145038,3080.4704965547876,86.79156437699235,280.2104706543431,0
0.18182496720710062,7409.6129921278225,3343.267454764097,443.1103808480498,267.4740905155321,0
0.18340450985343382,3135.241787471201,2518.004848902439,464.3925802393159,179.70951428151804,0
0.3042422429595377,3928.5972834334093,1819.4484726412904,77.48508193468868,197.81885893623232,0
0.5247564316322378,7718.422646062218,1978.9904541646217,174.59494166624168,149.75067596753257,1
0.43194501864211576,6846.696091424932,3526.333052346673,412.7905759068776,63.69040970550783,0
0.2912291401980419,8643.010694447601,3885.68538246956,386.71686067264625,133.79931041147523,0
0.6118528947223795,6918.51603070309,4062.1056967663185,133.0344587103698,250.71336214950287,0
0.13949386065204183,6114.777430019244,4053.2816425754927,144.20719550151964,51.15800575115072,0
0.29214464853521815,1843.0729104528323,910.4274637191066,216.7124462561219,133.37479292278604,0
0.3663618432936917,4309.442227534902,2724.8913711616165,268.0353433359596,149.54217339773584,0
0.45606998421703593,3386.821309135529,759.0144200748992,328.2146471886332,184.3489007344807,0
0.7851759613930136,3195.906790411752,2972.87997045681,216.01113780639758,279.9639041031901,0
0.19967378215835974,9757.09499277201,2486.8872561801963,258.14062225991654,136.5864985914903,0
0.5142344384136116,4537.879522000843,4494.668822412349,386.36192216019043,136.73830047405693,0
0.5924145688620425,9028.41899659402,2079.1175564843543,66.50744130076906,234.3753120274371,1
0.046450412719997725,6680.247633975366,1026.8015739242264,163.59662495480933,163.05448522245177,0
0.6075448519014384,8153.301731874835,1143.4625692377613,371.0073136480486,106.1512057349955,0
0.17052412368729153,5523.733837946729,3926.7978427286253,452.8430769592397,163.10987903317334,0
0.06505159298527952,6192.134961637233,3281.981284923175,280.25484895204977,85.21425509494996,0
0.9488855372533332,5432.6592443697755,955.052042552556,289.45106836939203,94.09674662655583,0
0.9656320330745594,2757.1868901824005,878.4806275174885,98.22740510289923,174.59194318486993,0
0.8083973481164611,7502.069037353548,3654.36109156604,251.3355650705546,154.73136237613699,0
0.3046137691733707,3526.951261967702,827.4335286388709,289.67776990476045,278.711475267025,0
0.09767211400638387,1218.8436978830846,4198.3702668066035,159.11172663562834,140.59847477915827,0
0.6842330265121569,6809.25066316451,3678.090022204233,171.15945392722142,195.14708756951086,0
0.4401524937396013,2593.9961146634405,866.069512888549,219.77787339708019,208.0660719798826,0
0.12203823484477883,9464.127259176228,881.7697133833636,59.03203899997686,53.27361414708341,0
0.4951769101112702,9585.357193023287,4939.87810325529,194.93562451243022,215.88434300417765,0
0.034388521115218396,9233.779511984036,2184.2185809025414,145.15160314844508,94.50899171743785,0
0.9093204020787821,4331.428302298999,2167.8896618010094,197.3738084800616,290.2675793673638,0
0.2587799816000169,1139.1095487598068,4157.598052658761,103.89295931866305,87.16568193827824,0
0.662522284353982,9354.867063289528,4762.618598227365,450.7372763329527,153.65603093175594,0
0.31171107608941095,4853.657334855829,4937.004787202919,317.1166040993219,71.33741701966096,0
0.5200680211778108,9699.893371393026,3890.2018336652372,355.59604361502033,299.21856296148684,0
0.5467102793432796,9672.579793803276,2193.1681348891207,405.12705737330225,175.54875258281066,0
0.18485445552552704,8677.08509920624,875.7532251440094,274.2989895180758,198.84625433001094,0
0.9695846277645586,3650.040028626271,3997.1611216734655,89.11412963934066,66.76911934710687,0
0.7751328233611146,4465.879557417327,3012.8191238111226,291.6979438183465,237.49011759979444,0
0.9394989415641891,8660.230043651713,2408.9990416113933,314.0785031093956,102.47639827389645,0
0.8948273504276488,3852.298046406499,4578.594732926312,385.4477633829485,274.51357236017844,0
0.5978999788110851,2525.4347201748324,1000.388670377681,244.24679580335572,101.28491012050179,0
0.9218742350231168,6011.211362125152,2716.8129693088663,107.4111362580037,97.67193016591665,1
0.0884925020519195,9425.392967447027,551.0914014533859,177.699157609426,59.13741696202372,0
0.1959828624191452,7264.268170074757,2608.9728889735684,213.3870333793858,168.01673627749983,0
0.045227288910538066,6130.550530804285,753.3647405682681,340.6627585992205,191.2102833156541,0
0.32533033076326434,1874.5884439369167,1034.6806232063236,306.85023710101035,66.4271598570881,0
0.388677289689482,6535.065040292528,1028.868110496972,210.2435266540308,243.88190417375264,0
0.2713490317738959,9910.48465093837,3421.446359522286,493.93186195684086,163.3222086870069,0
0.8287375091519293,2260.756137128716,3857.201956694405,322.5986687105992,181.09756733189502,0
0.3567533266935893,5664.966871273631,3125.1594429372185,156.7520562811975,160.19068673455703,0
0.28093450968738076,8896.3576473516,4829.776468135438,95.80211267918168,150.1907652188315,0
0.5426960831582485,7666.91755978784,2186.9176078566684,118.78661263294941,189.91008282705448,1
0.14092422497476265,7273.141668957412,1785.7043882683734,160.68097777302864,88.81006148267812,0
0.8021969807540397,7322.356755883983,4408.696076852571,122.30661796680005,95.48203262381779,0
0.07455064367977082,4235.420360977797,1506.1812733375368,133.9551608230876,265.44640525337934,0
0.9868869366005173,3642.32659838044,4834.501427482751,178.2928259122312,286.5288655334082,0
0.7722447692966574,8284.250399306622,554.6951361041736,128.01811788263967,143.32732906993823,1
0.1987156815341724,8291.020552112626,4864.454720184375,453.5444410818913,117.68616828588844,0
0.005522117123602399,8803.650867220935,694.2196037775925,86.10518554773898,210.99988580975395,0
0.8154614284548342,9219.164973008243,4510.14401164132,286.0301253066146,152.18354277452408,0
0.7068573438476171,5602.081589748441,2874.6549908883494,234.6785721453477,56.346588915086215,1
0.7290071680409873,5513.646652184796,4968.341582536851,492.0703776088729,89.03814934154758,0
0.7712703466859457,8184.656610700977,832.0845413092949,100.41750597562356,228.9930572118494,1
0.07404465173409036,6849.675376999887,2992.3442798059436,229.03501957058373,214.73098547753784,0
0.3584657285442726,7317.70189531933,4861.861410285946,486.261694973916,56.773998125870875,0
0.11586905952512971,8162.13402492491,2853.9402987656695,439.47820665229114,105.49304048323737,0
0.8631034258755935,9010.048076358096,3332.2938716086815,417.68243192717597,107.76869914701786,0
0.6232981268275579,4041.956411663822,3630.869100430777,166.05627217022294,217.9731858996821,0
0.3308980248526492,4380.246573759497,2545.43479145498,126.89941432552962,54.92763443859104,0
0.06355835028602363,1845.837458567821,3324.0113603782856,350.88944896599395,76.02714549614346,0
0.3109823217156622,6204.521268965566,3129.414403653951,468.2191951074136,249.97902134329735,0
0.32518332202674705,1323.4804641706787,4555.21104720945,300.5433018562684,94.6361655135834,0
0.7296061783380641,5190.382163192141,704.5087115365604,307.22571026145494,213.18652696296868,0
0.6375574713552131,5883.801712368189,1764.3343531650364,175.99059214712787,109.54569526168163,1
0.8872127425763265,3578.8712691545593,4776.851678344514,396.2718199363716,74.86034818983629,0
0.4722149251619493,6317.499345121097,4506.187027509123,134.1696868508855,110.79304774986352,0
0.1195942459383017,1274.5022494514449,2550.4553875357083,195.65565638190967,230.5667329639148,0
0.713244787222995,1336.1336987429297,3290.5966901069155,241.44639737738754,263.9241170265714,0
0.7607850486168974,8403.405045936925,1748.2153234150971,278.4246704080048,257.5549661417479,0
0.5612771975694962,4241.715772701366,1346.5452187569258,159.0843795867861,149.2958824046137,0
0.770967179954561,2143.544613866963,2586.6428222299196,101.67657113264158,217.02128414266153,0
0.49379559636439074,5700.189340493239,2090.0850261172377,324.7790190987347,101.24607385395524,0
0.5227328293819941,7929.941977887497,3126.452503328924,179.8837489581151,123.28693256525331,0
0.42754101835854963,2942.3892474715885,849.8058663424317,311.5571996401755,274.08395463027995,0
0.02541912674409519,6606.014282371002,4884.776634497749,119.46322187339103,53.25048087768401,0
0.10789142699330445,1768.127184943912,4937.948350158213,266.5130458346679,71.37713271361702,0
0.03142918568673425,1465.1354905174694,3641.7277130888533,289.6652446482136,101.97156378650683,0
